iter	Passed	Remaining
560	21508	1128689
561	21531	1127852
562	21559	1127284
563	21583	1126480
564	21612	1125936
565	21638	1125289
566	21665	1124643
567	21691	1123968
568	21717	1123319
569	21746	1122813
570	21771	1122077
571	21798	1121462
572	21815	1120339
573	21847	1120023
574	21876	1119513
575	21905	1118986
576	21933	1118440
577	21960	1117849
578	21991	1117464
579	22021	1117006
580	22052	1116654
581	22082	1116178
582	22109	1115591
583	22133	1114857
584	22166	1114574
585	22200	1114350
586	22236	1114199
587	22266	1113778
588	22287	1112885
589	22319	1112572
590	22353	1112321
591	22384	1111965
592	22423	1111969
593	22447	1111245
594	22479	1110941
595	22507	1110422
596	22539	1110101
597	22571	1109774
598	22602	1109397
599	22633	1109019
600	22661	1108525
601	22691	1108119
602	22719	1107623
603	22748	1107164
604	22775	1106591
605	22803	1106084
606	22834	1105707
607	22870	1105621
608	22905	1105448
609	22936	1105104
610	22963	1104536
611	22991	1104035
612	23017	1103469
613	23044	1102929
614	23070	1102301
615	23100	1101928
616	23130	1101517
617	23141	1100249
618	23171	1099818
619	23199	1099362
620	23226	1098817
621	23254	1098361
622	23282	1097863
623	23311	1097453
624	23339	1096933
625	23368	1096517
626	23396	1096034
627	23428	1095750
628	23459	1095435
629	23486	1094908
630	23516	1094525
631	23548	1094273
632	23581	1094003
633	23618	1093977
634	23649	1093632
635	23658	1092310
636	23679	1091534
637	23713	1091331
638	23747	1091142
639	23778	1090832
640	23803	1090251
641	23830	1089746
642	23852	1089038
643	23875	1088345
644	23905	1087968
645	23934	1087597
646	23964	1087237
647	23989	1086644
648	24017	1086189
649	24040	1085522
650	24065	1084942
651	24087	1084213
652	24108	1083470
653	24135	1082998
654	24164	1082627
655	24192	1082189
656	24221	1081781
657	24230	1080517
658	24256	1079981
659	24282	1079455
660	24311	1079069
661	24340	1078722
662	24369	1078337
663	24395	1077802
664	24418	1077159
665	24445	1076694
666	24475	1076381
667	24500	1075799
668	24515	1074838
669	24543	1074404
670	24569	1073918
671	24597	1073486
672	24625	1073098
673	24656	1072818
674	24685	1072453
675	24717	1072219
676	24737	1071451
677	24767	1071144
678	24797	1070833
679	24825	1070397
680	24839	1069425
681	24867	1069004
682	24893	1068508
683	24917	1067967
684	24944	1067515
685	24971	1067055
686	25000	1066704
687	25023	1066129
688	25051	1065746
689	25083	1065507
690	25110	1065087
691	25137	1064632
692	25163	1064155
693	25186	1063561
694	25215	1063209
695	25239	1062656
696	25263	1062103
697	25286	1061545
698	25312	1061057
699	25338	1060605
700	25363	1060083
701	25387	1059553
702	25415	1059186
703	25444	1058848
704	25475	1058590
705	25499	1058055
706	25526	1057652
707	25542	1056775
708	25572	1056495
709	25603	1056221
710	25628	1055730
711	25659	1055480
712	25693	1055379
713	25719	1054912
714	25751	1054718
715	25778	1054343
716	25809	1054095
717	25841	1053891
718	25866	1053406
719	25901	1053318
720	25938	1053334
721	25970	1053120
722	26001	1052912
723	26042	1053055
724	26071	1052730
725	26099	1052394
726	26121	1051803
727	26146	1051308
728	26179	1051177
729	26194	1050309
730	26223	1049997
731	26257	1049872
732	26289	1049674
733	26318	1049368
734	26340	1048799
735	26367	1048409
736	26392	1047934
737	26417	1047469
738	26442	1047000
739	26465	1046470
740	26491	1046051
741	26517	1045612
742	26548	1045382
743	26582	1045284
744	26616	1045195
745	26671	1045910
746	26708	1045936
747	26736	1045596
748	26773	1045604
749	26807	1045486
750	26847	1045613
751	26876	1045325
752	26913	1045349
753	26947	1045232
754	26978	1045032
755	27015	1045038
756	27033	1044319
757	27059	1043879
758	27072	1043003
759	27099	1042609
760	27127	1042271
761	27136	1041235
762	27162	1040822
763	27191	1040518
764	27215	1040045
765	27241	1039664
766	27265	1039166
767	27273	1038111
768	27284	1037129
769	27309	1036688
770	27336	1036347
771	27362	1035941
772	27387	1035507
773	27412	1035084
774	27439	1034722
775	27465	1034338
776	27488	1033839
777	27513	1033406
778	27524	1032479
779	27549	1032027
780	27566	1031320
781	27588	1030779
782	27615	1030443
783	27640	1030040
784	27667	1029694
785	27694	1029352
786	27720	1028965
787	27745	1028571
788	27774	1028283
789	27793	1027653
790	27825	1027504
791	27855	1027272
792	27885	1027036
793	27913	1026741
794	27939	1026375
795	27964	1025988
796	27990	1025613
797	28016	1025223
798	28025	1024240
799	28049	1023789
800	28073	1023373
801	28099	1023005
802	28118	1022387
803	28149	1022221
804	28192	1022453
805	28219	1022144
806	28252	1022018
807	28268	1021300
808	28302	1021227
809	28341	1021326
810	28373	1021215
811	28400	1020877
812	28428	1020602
813	28459	1020403
814	28486	1020080
815	28511	1019708
816	28521	1018790
817	28551	1018574
818	28582	1018386
819	28608	1018052
820	28617	1017105
821	28640	1016646
822	28672	1016507
823	28702	1016307
824	28732	1016072
825	28760	1015817
826	28787	1015507
827	28817	1015307
828	28848	1015110
829	28874	1014780
830	28902	1014504
831	28932	1014301
832	28962	1014092
833	28990	1013836
834	29014	1013407
835	29044	1013229
836	29071	1012901
837	29099	1012645
838	29127	1012377
839	29140	1011589
840	29163	1011146
841	29194	1011001
842	29225	1010840
843	29250	1010464
844	29277	1010154
845	29304	1009855
846	29328	1009477
847	29402	1010782
848	29433	1010633
849	29458	1010251
850	29488	1010057
851	29513	1009691
852	29540	1009397
853	29566	1009063
854	29584	1008459
855	29612	1008224
856	29642	1008013
857	29657	1007325
858	29680	1006894
859	29705	1006532
860	29734	1006319
861	29748	1005580
862	29770	1005141
863	29795	1004763
864	29822	1004478
865	29849	1004192
866	29874	1003859
867	29902	1003580
868	29928	1003259
869	29958	1003077
870	29982	1002709
871	30010	1002469
872	30039	1002249
873	30067	1002001
874	30092	1001648
875	30116	1001260
876	30145	1001064
877	30170	1000721
878	30206	1000734
879	30225	1000204
880	30275	1000675
881	30323	1001093
882	30386	1001991
883	30404	1001438
884	30479	1002720
885	30504	1002378
886	30560	1003065
887	30628	1004134
888	30684	1004796
889	30747	1005678
890	30807	1006491
891	30870	1007380
892	30936	1008352
893	30961	1008021
894	31008	1008384
895	31072	1009296
896	31128	1009950
897	31184	1010599
898	31229	1010927
899	31274	1011206
900	31315	1011362
901	31360	1011675
902	31392	1011532
903	31444	1012077
904	31487	1012282
905	31529	1012497
906	31611	1013973
907	31670	1014712
908	31716	1015044
909	31777	1015816
910	31846	1016877
911	31908	1017700
912	31960	1018229
913	32017	1018869
914	32079	1019714
915	32145	1020653
916	32190	1020941
917	32231	1021072
918	32275	1021323
919	32331	1021966
920	32384	1022484
921	32434	1022926
922	32483	1023319
923	32519	1023317
924	32593	1024500
925	32650	1025126
926	32711	1025912
927	32776	1026807
928	32838	1027613
929	32914	1028830
930	32964	1029266
931	33003	1029339
932	33063	1030062
933	33142	1031402
934	33192	1031815
935	33233	1031949
936	33267	1031846
937	33312	1032105
938	33360	1032484
939	33397	1032495
940	33446	1032866
941	33501	1033410
942	33557	1034018
943	33603	1034289
944	33663	1035005
945	33689	1034691
946	33722	1034562
947	33755	1034450
948	33784	1034213
949	33812	1033948
950	33841	1033723
951	33868	1033410
952	33898	1033210
953	33924	1032886
954	33949	1032525
955	33978	1032280
956	34003	1031926
957	34032	1031703
958	34065	1031595
959	34091	1031278
960	34102	1030480
961	34110	1029629
962	34137	1029321
963	34162	1028995
964	34188	1028653
965	34202	1027990
966	34227	1027631
967	34251	1027272
968	34280	1027022
969	34307	1026743
970	34335	1026484
971	34362	1026217
972	34391	1025977
973	34419	1025742
974	34448	1025495
975	34467	1024970
976	34498	1024811
977	34526	1024562
978	34554	1024330
979	34585	1024150
980	34611	1023851
981	34638	1023555
982	34651	1022864
983	34675	1022500
984	34702	1022229
985	34716	1021551
986	34737	1021099
987	34750	1020425
988	34780	1020253
989	34808	1019979
990	34838	1019818
991	34867	1019592
992	34891	1019239
993	34925	1019174
994	34932	1018313
995	34964	1018182
996	34992	1017945
997	35023	1017792
998	35053	1017604
999	35084	1017457
1000	35115	1017308
1001	35151	1017296
1002	35188	1017309
1003	35218	1017126
1004	35245	1016862
1005	35271	1016557
1006	35301	1016390
1007	35332	1016223
1008	35360	1015981
1009	35394	1015940
1010	35427	1015831
1011	35456	1015629
1012	35487	1015486
1013	35519	1015344
1014	35547	1015127
1015	35576	1014896
1016	35603	1014652
1017	35637	1014579
1018	35668	1014428
1019	35701	1014351
1020	35731	1014160
1021	35762	1014013
1022	35773	1013302
1023	35803	1013121
1024	35831	1012894
1025	35859	1012665
1026	35886	1012418
1027	35913	1012152
1028	35921	1011349
1029	35951	1011189
1030	35978	1010918
1031	36005	1010673
1032	36033	1010443
1033	36064	1010289
1034	36089	1009969
1035	36117	1009759
1036	36141	1009423
1037	36175	1009355
1038	36207	1009248
1039	36238	1009115
1040	36267	1008911
1041	36294	1008662
1042	36324	1008495
1043	36356	1008381
1044	36386	1008189
1045	36416	1008036
1046	36445	1007849
1047	36487	1008015
1048	36526	1008089
1049	36562	1008093
1050	36596	1008031
1051	36629	1007943
1052	36661	1007823
1053	36697	1007836
1054	36728	1007685
1055	36759	1007536
1056	36787	1007314
1057	36811	1007000
1058	36840	1006811
1059	36869	1006611
1060	36896	1006366
1061	36916	1005923
1062	36949	1005827
1063	36981	1005720
1064	37008	1005478
1065	37041	1005393
1066	37069	1005178
1067	37095	1004907
1068	37126	1004766
1069	37153	1004543
1070	37184	1004399
1071	37213	1004206
1072	37241	1003985
1073	37268	1003748
1074	37295	1003511
1075	37325	1003349
1076	37352	1003109
1077	37383	1002963
1078	37414	1002844
1079	37441	1002603
1080	37452	1001941
1081	37477	1001627
1082	37502	1001345
1083	37531	1001153
1084	37543	1000526
1085	37569	1000272
1086	37595	999988
1087	37625	999834
1088	37651	999591
1089	37678	999350
1090	37704	999079
1091	37733	998912
1092	37761	998690
1093	37786	998417
1094	37813	998169
1095	37839	997906
1096	37864	997620
1097	37900	997644
1098	37934	997577
1099	37963	997415
1100	37992	997233
1101	38021	997046
1102	38048	996820
1103	38075	996575
1104	38102	996366
1105	38131	996180
1106	38160	996003
1107	38190	995840
1108	38223	995772
1109	38256	995696
1110	38288	995612
1111	38319	995487
1112	38349	995332
1113	38374	995059
1114	38402	994848
1115	38428	994586
1116	38453	994307
1117	38483	994165
1118	38511	993975
1119	38538	993744
1120	38570	993645
1121	38598	993444
1122	38623	993179
1123	38654	993051
1124	38684	992891
1125	38710	992649
1126	38740	992501
1127	38768	992296
1128	38793	992042
1129	38820	991804
1130	38848	991606
1131	38873	991349
1132	38898	991073
1133	38928	990931
1134	38955	990716
1135	38984	990540
1136	39010	990293
1137	39037	990081
1138	39064	989849
1139	39090	989618
1140	39115	989338
1141	39141	989091
1142	39170	988937
1143	39199	988746
1144	39213	988224
1145	39238	987954
1146	39253	987417
1147	39282	987251
1148	39310	987064
1149	39336	986838
1150	39368	986735
1151	39404	986744
1152	39437	986697
1153	39535	988261
1154	39599	988957
1155	39673	989924
1156	39689	989428
1157	39764	990416
1158	39833	991238
1159	39857	990932
1160	39910	991378
1161	39961	991742
1162	40012	992112
1163	40036	991830
1164	40088	992230
1165	40144	992736
1166	40194	993094
1167	40246	993473
1168	40286	993577
1169	40336	993941
1170	40392	994417
1171	40437	994642
1172	40469	994559
1173	40513	994745
1174	40562	995087
1175	40629	995829
1176	40692	996491
1177	40764	997390
1178	40825	997995
1179	40882	998507
1180	40933	998857
1181	40995	999491
1182	41053	1000021
1183	41111	1000560
1184	41165	1000993
1185	41230	1001692
1186	41287	1002197
1187	41331	1002403
1188	41394	1003037
1189	41454	1003616
1190	41514	1004181
1191	41577	1004830
1192	41639	1005461
1193	41704	1006140
1194	41764	1006704
1195	41819	1007161
1196	41875	1007638
1197	41905	1007475
1198	41924	1007066
1199	41985	1007657
1200	42047	1008256
1201	42103	1008721
1202	42133	1008579
1203	42183	1008897
1204	42223	1008991
1205	42307	1010114
1206	42365	1010626
1207	42429	1011285
1208	42481	1011644
1209	42555	1012535
1210	42629	1013436
1211	42683	1013838
1212	42735	1014205
1213	42795	1014752
1214	42853	1015255
1215	42902	1015556
1216	42974	1016387
1217	43043	1017141
1218	43091	1017398
1219	43160	1018165
1220	43232	1018988
1221	43290	1019476
1222	43356	1020165
1223	43419	1020789
1224	43481	1021362
1225	43561	1022380
1226	43620	1022903
1227	43681	1023460
1228	43734	1023836
1229	43792	1024322
1230	43854	1024888
1231	43920	1025577
1232	43975	1025977
1233	44026	1026310
1234	44087	1026857
1235	44142	1027279
1236	44196	1027659
1237	44252	1028112
1238	44309	1028548
1239	44361	1028894
1240	44412	1029207
1241	44466	1029600
1242	44520	1029982
1243	44577	1030437
1244	44625	1030697
1245	44637	1030112
1246	44680	1030240
1247	44734	1030615
1248	44762	1030397
1249	44829	1031067
1250	44882	1031441
1251	44943	1031973
1252	44997	1032364
1253	45057	1032872
1254	45115	1033345
1255	45172	1033791
1256	45219	1033996
1257	45263	1034157
1258	45319	1034579
1259	45366	1034789
1260	45383	1034319
1261	45443	1034833
1262	45498	1035234
1263	45549	1035535
1264	45604	1035920
1265	45655	1036223
1266	45671	1035730
1267	45726	1036136
1268	45778	1036465
1269	45835	1036895
1270	45891	1037312
1271	45949	1037764
1272	45999	1038033
1273	46042	1038158
1274	46098	1038567
1275	46117	1038154
1276	46171	1038509
1277	46216	1038682
1278	46261	1038835
1279	46314	1039192
1280	46345	1039022
1281	46400	1039409
1282	46459	1039878
1283	46522	1040444
1284	46572	1040725
1285	46635	1041294
1286	46684	1041531
1287	46725	1041606
1288	46767	1041691
1289	46821	1042050
1290	46869	1042273
1291	46917	1042493
1292	46983	1043127
1293	47038	1043502
1294	47100	1044039
1295	47152	1044329
1296	47204	1044656
1297	47259	1045022
1298	47313	1045386
1299	47376	1045926
1300	47431	1046305
1301	47487	1046688
1302	47543	1047078
1303	47600	1047495
1304	47673	1048268
1305	47738	1048857
1306	47795	1049280
1307	47848	1049595
1308	47908	1050080
1309	47968	1050550
1310	48011	1050639
1311	48050	1050655
1312	48068	1050231
1313	48108	1050267
1314	48141	1050136
1315	48184	1050252
1316	48225	1050303
1317	48260	1050236
1318	48293	1050124
1319	48335	1050189
1320	48380	1050338
1321	48420	1050390
1322	48455	1050319
1323	48495	1050341
1324	48532	1050326
1325	48575	1050425
1326	48606	1050262
1327	48635	1050050
1328	48643	1049394
1329	48670	1049166
1330	48697	1048921
1331	48727	1048746
1332	48756	1048545
1333	48794	1048535
1334	48825	1048367
1335	48851	1048108
1336	48877	1047842
1337	48903	1047596
1338	48935	1047452
1339	48963	1047230
1340	48971	1046580
1341	49000	1046397
1342	49030	1046205
1343	49040	1045623
1344	49062	1045276
1345	49092	1045089
1346	49120	1044883
1347	49151	1044724
1348	49179	1044517
1349	49208	1044321
1350	49235	1044074
1351	49262	1043847
1352	49291	1043653
1353	49321	1043483
1354	49350	1043277
1355	49376	1043015
1356	49403	1042787
1357	49433	1042608
1358	49463	1042442
1359	49491	1042236
1360	49516	1041966
1361	49545	1041758
1362	49555	1041175
1363	49580	1040893
1364	49607	1040676
1365	49636	1040471
1366	49664	1040264
1367	49689	1040001
1368	49712	1039677
1369	49746	1039599
1370	49779	1039491
1371	49809	1039313
1372	49837	1039113
1373	49864	1038878
1374	49889	1038618
1375	49916	1038385
1376	49946	1038204
1377	49975	1038026
1378	50004	1037839
1379	50030	1037585
1380	50057	1037369
1381	50084	1037124
1382	50111	1036900
1383	50136	1036641
1384	50163	1036416
1385	50193	1036238
1386	50222	1036065
1387	50249	1035836
1388	50278	1035648
1389	50305	1035432
1390	50327	1035095
1391	50356	1034922
1392	50383	1034691
1393	50411	1034475
1394	50441	1034324
1395	50469	1034115
1396	50495	1033872
1397	50523	1033672
1398	50550	1033448
1399	50557	1032816
1400	50582	1032558
1401	50609	1032331
1402	50634	1032066
1403	50662	1031861
1404	50689	1031655
1405	50718	1031465
1406	50747	1031292
1407	50767	1030926
1408	50794	1030698
1409	50826	1030581
1410	50853	1030359
1411	50881	1030167
1412	50910	1029998
1413	50937	1029765
1414	50965	1029571
1415	50992	1029356
1416	51021	1029170
1417	51048	1028970
1418	51074	1028732
1419	51097	1028425
1420	51131	1028355
1421	51157	1028111
1422	51184	1027899
1423	51199	1027434
1424	51228	1027266
1425	51240	1026749
1426	51265	1026504
1427	51291	1026256
1428	51316	1026013
1429	51344	1025810
1430	51372	1025626
1431	51401	1025435
1432	51428	1025230
1433	51438	1024674
1434	51465	1024459
1435	51491	1024239
1436	51516	1023992
1437	51546	1023826
1438	51575	1023657
1439	51602	1023456
1440	51629	1023246
1441	51655	1023009
1442	51682	1022804
1443	51712	1022652
1444	51739	1022439
1445	51766	1022217
1446	51794	1022041
1447	51873	1022852
1448	51900	1022635
1449	51927	1022428
1450	51956	1022266
1451	51985	1022096
1452	52012	1021895
1453	52041	1021715
1454	52055	1021262
1455	52083	1021066
1456	52114	1020938
1457	52144	1020792
1458	52172	1020594
1459	52199	1020398
1460	52225	1020173
1461	52253	1019980
1462	52279	1019756
1463	52304	1019507
1464	52331	1019298
1465	52357	1019078
1466	52384	1018864
1467	52411	1018674
1468	52439	1018488
1469	52465	1018254
1470	52493	1018068
1471	52513	1017729
1472	52541	1017547
1473	52557	1017126
1474	52579	1016831
1475	52606	1016625
1476	52624	1016258
1477	52655	1016129
1478	52688	1016049
1479	52714	1015832
1480	52744	1015673
1481	52771	1015473
1482	52799	1015292
1483	52825	1015084
1484	52854	1014905
1485	52884	1014772
1486	52911	1014567
1487	52936	1014326
1488	52964	1014143
1489	52994	1014012
1490	53025	1013887
1491	53055	1013734
1492	53080	1013505
1493	53109	1013340
1494	53134	1013116
1495	53162	1012930
1496	53187	1012701
1497	53215	1012508
1498	53243	1012335
1499	53273	1012192
1500	53303	1012057
1501	53332	1011892
1502	53356	1011644
1503	53382	1011429
1504	53407	1011196
1505	53436	1011032
1506	53464	1010865
1507	53494	1010713
1508	53510	1010324
1509	53539	1010159
1510	53570	1010046
1511	53601	1009918
1512	53632	1009805
1513	53660	1009630
1514	53675	1009207
1515	53702	1009009
1516	53729	1008819
1517	53753	1008560
1518	53778	1008339
1519	53788	1007835
1520	53812	1007570
1521	53846	1007512
1522	53873	1007321
1523	53903	1007187
1524	53931	1007022
1525	53958	1006816
1526	53983	1006600
1527	54010	1006403
1528	54035	1006176
1529	54063	1005997
1530	54091	1005830
1531	54111	1005508
1532	54142	1005390
1533	54171	1005249
1534	54198	1005054
1535	54225	1004875
1536	54249	1004627
1537	54274	1004400
1538	54304	1004264
1539	54331	1004075
1540	54359	1003901
1541	54387	1003727
1542	54415	1003569
1543	54442	1003371
1544	54468	1003175
1545	54495	1002990
1546	54524	1002844
1547	54553	1002677
1548	54581	1002515
1549	54607	1002315
